	player	nationality	position	squad	age	birth_year	games	games_starts	minutes	goals	assists	pens_made	pens_att	cards_yellow	cards_red	goals_per90	assists_per90	goals_assists_per90	goals_pens_per90	goals_assists_pens_per90	xg	npxg	xa	xg_per90	xa_per90	xg_xa_per90	npxg_per90	npxg_xa_per90	minutes_90s	shots_total	shots_on_target	shots_free_kicks	shots_on_target_pct	shots_total_per90	shots_on_target_per90	goals_per_shot	goals_per_shot_on_target	npxg_per_shot	xg_net	npxg_net	passes_completed	passes	passes_pct	passes_total_distance	passes_progressive_distance	passes_completed_short	passes_short	passes_pct_short	passes_completed_medium	passes_medium	passes_pct_medium	passes_completed_long	passes_long	passes_pct_long	xa_net	assisted_shots	passes_into_final_third	passes_into_penalty_area	crosses_into_penalty_area	progressive_passes	passes_live	passes_dead	passes_free_kicks	through_balls	passes_pressure	passes_switches	crosses	corner_kicks	corner_kicks_in	corner_kicks_out	corner_kicks_straight	passes_ground	passes_low	passes_high	passes_left_foot	passes_right_foot	passes_head	throw_ins	passes_other_body	passes_offsides	passes_oob	passes_intercepted	passes_blocked	sca	sca_per90	sca_passes_live	sca_passes_dead	sca_dribbles	sca_shots	sca_fouled	gca	gca_per90	gca_passes_live	gca_passes_dead	gca_dribbles	gca_shots	gca_fouled	gca_og_for	tackles	tackles_won	tackles_def_3rd	tackles_mid_3rd	tackles_att_3rd	dribble_tackles	dribbles_vs	dribble_tackles_pct	dribbled_past	pressures	pressure_regains	pressure_regain_pct	pressures_def_3rd	pressures_mid_3rd	pressures_att_3rd	blocks	blocked_shots	blocked_shots_saves	blocked_passes	interceptions	clearances	errors	touches	touches_def_pen_area	touches_def_3rd	touches_mid_3rd	touches_att_3rd	touches_att_pen_area	touches_live_ball	dribbles_completed	dribbles	dribbles_completed_pct	players_dribbled_past	nutmegs	carries	carry_distance	carry_progressive_distance	pass_targets	passes_received	passes_received_pct	miscontrols	dispossessed	cards_yellow_red	fouls	fouled	offsides	pens_won	pens_conceded	own_goals	ball_recoveries	aerials_won	aerials_lost	aerials_won_pct
21	Adrián	es ESP	GK	Liverpool	33-355	1987	2.0	2.0	180.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	62.0	69.4	1147.0	723.0	12.0	12.0	100.0	18.0	19.0	94.7	11.0	29.0	37.9	0.0	0.0	0.0	0.0	0.0	0.0	45.0	17.0	3.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	32.0	4.0	26.0	9.0	38.0	0.0	0.0	14.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	69.0	64.0	69.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	29.0	110.0	65.0	28.0	27.0	96.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
22	Martin Agirregabiria	es ESP	DF	Alavés	24-227	1996	6.0	1.0	213.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.13	0.13	0.0	0.13	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	82.0	70.7	983.0	600.0	30.0	36.0	83.3	23.0	37.0	62.2	4.0	8.0	50.0	-0.3	1.0	6.0	0.0	0.0	7.0	57.0	25.0	3.0	0.0	12.0	2.0	1.0	0.0	0.0	0.0	0.0	32.0	25.0	25.0	4.0	46.0	5.0	22.0	1.0	0.0	1.0	3.0	0.0	3.0	1.27	2.0	1.0	0.0	0.0	0.0	1.0	0.42	1.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	4.0	1.0	1.0	2.0	5.0	40.0	3.0	32.0	8.0	25.0	16.0	11.0	5.0	8.0	0.0	0.0	8.0	6.0	9.0	1.0	114.0	12.0	53.0	49.0	14.0	1.0	90.0	0.0	1.0	0.0	0.0	0.0	46.0	207.0	94.0	55.0	47.0	85.5	2.0	1.0	0.0	1.0	5.0	1.0	0.0	0.0	0.0	14.0	4.0	2.0	66.7
23	Lucien Agoume	fr FRA	MF	Spezia	18-318	2002	3.0	2.0	179.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.02	0.03	0.01	0.03	2.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.03	0.0	0.0	90.0	102.0	88.2	1926.0	425.0	34.0	34.0	100.0	36.0	40.0	90.0	18.0	25.0	72.0	0.0	1.0	10.0	0.0	0.0	8.0	101.0	1.0	1.0	0.0	20.0	7.0	0.0	0.0	0.0	0.0	0.0	65.0	15.0	22.0	15.0	79.0	5.0	0.0	0.0	1.0	2.0	1.0	1.0	2.0	1.01	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	1.0	1.0	100.0	0.0	30.0	6.0	20.0	10.0	19.0	1.0	4.0	0.0	0.0	4.0	1.0	3.0	0.0	118.0	9.0	38.0	72.0	12.0	1.0	117.0	0.0	0.0	0.0	0.0	0.0	77.0	296.0	109.0	78.0	75.0	96.2	0.0	4.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	32.0	3.0	3.0	50.0
24	Felix Agu	de GER	FW	Werder Bremen	21-087	1999	3.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.43	0.43	0.0	0.43	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	22.0	59.1	247.0	101.0	4.0	6.0	66.7	7.0	11.0	63.6	1.0	2.0	50.0	-0.2	1.0	2.0	0.0	0.0	2.0	20.0	2.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	3.0	7.0	0.0	16.0	2.0	2.0	0.0	0.0	0.0	1.0	2.0	1.0	1.8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	14.0	4.0	28.6	6.0	4.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	29.0	1.0	6.0	12.0	11.0	1.0	27.0	0.0	2.0	0.0	0.0	0.0	17.0	88.0	55.0	19.0	14.0	73.7	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2.0	3.0	40.0
25	Kevin Agudelo	co COL	FW	Spezia	22-039	1998	11.0	5.0	502.0	1.0	0.0	0.0	0.0	1.0	0.0	0.18	0.0	0.18	0.18	0.18	1.3	1.3	0.1	0.24	0.01	0.25	0.24	0.25	5.6	10.0	4.0	0.0	40.0	1.79	0.72	0.1	0.25	0.13	-0.3	-0.3	100.0	131.0	76.3	1984.0	362.0	42.0	47.0	89.4	39.0	52.0	75.0	18.0	24.0	75.0	-0.1	1.0	10.0	2.0	0.0	9.0	128.0	3.0	0.0	0.0	33.0	6.0	2.0	2.0	0.0	0.0	0.0	91.0	24.0	16.0	113.0	13.0	0.0	1.0	0.0	0.0	5.0	1.0	7.0	11.0	1.97	4.0	1.0	2.0	1.0	1.0	2.0	0.36	1.0	0.0	0.0	1.0	0.0	0.0	20.0	9.0	5.0	12.0	3.0	6.0	16.0	37.5	10.0	144.0	37.0	25.7	29.0	65.0	50.0	7.0	0.0	0.0	7.0	2.0	2.0	0.0	225.0	1.0	26.0	121.0	106.0	19.0	222.0	16.0	26.0	61.5	16.0	2.0	175.0	1454.0	917.0	213.0	156.0	73.2	17.0	12.0	0.0	7.0	10.0	2.0	0.0	0.0	0.0	26.0	6.0	15.0	28.6
26	Nayef Aguerd	ma MAR	DF	Rennes	24-268	1996	14.0	14.0	1260.0	3.0	1.0	0.0	0.0	1.0	0.0	0.21	0.07	0.29	0.21	0.29	1.7	1.7	1.0	0.12	0.07	0.19	0.12	0.19	14.0	16.0	5.0	0.0	31.3	1.14	0.36	0.19	0.6	0.1	1.3	1.3	1045.0	1159.0	90.2	21819.0	7975.0	339.0	359.0	94.4	508.0	538.0	94.4	183.0	244.0	75.0	0.0	3.0	65.0	0.0	0.0	58.0	1121.0	38.0	37.0	1.0	70.0	39.0	0.0	0.0	0.0	0.0	0.0	955.0	78.0	126.0	941.0	140.0	42.0	1.0	5.0	0.0	12.0	5.0	4.0	9.0	0.64	8.0	0.0	0.0	1.0	0.0	1.0	0.07	1.0	0.0	0.0	0.0	0.0	0.0	24.0	17.0	17.0	7.0	0.0	9.0	15.0	60.0	6.0	86.0	36.0	41.9	55.0	28.0	3.0	12.0	8.0	0.0	4.0	11.0	46.0	1.0	1278.0	118.0	565.0	758.0	34.0	18.0	1241.0	2.0	4.0	50.0	3.0	0.0	884.0	4202.0	2417.0	980.0	971.0	99.1	1.0	7.0	0.0	6.0	14.0	2.0	0.0	0.0	0.0	164.0	51.0	26.0	66.2
27	Sergio Agüero	ar ARG	FW	Manchester City	32-204	1988	3.0	2.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.6	0.25	0.41	0.66	0.25	0.66	1.4	3.0	0.0	0.0	0.0	2.18	0.0	0.0	0.0	0.12	-0.3	-0.3	30.0	38.0	78.9	314.0	48.0	17.0	20.0	85.0	5.0	6.0	83.3	1.0	1.0	100.0	-0.6	3.0	2.0	1.0	0.0	1.0	36.0	2.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	29.0	6.0	3.0	4.0	30.0	2.0	0.0	1.0	0.0	0.0	0.0	4.0	4.0	2.9	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	15.0	4.0	26.7	1.0	3.0	11.0	3.0	0.0	0.0	3.0	0.0	1.0	0.0	52.0	0.0	4.0	16.0	33.0	13.0	50.0	0.0	1.0	0.0	0.0	1.0	24.0	147.0	91.0	56.0	40.0	71.4	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	2.0	2.0	50.0
28	Ruben Aguilar	fr FRA	DF	Monaco	27-241	1993	15.0	15.0	1305.0	1.0	2.0	0.0	0.0	4.0	0.0	0.07	0.14	0.21	0.07	0.21	0.3	0.3	3.2	0.02	0.22	0.24	0.02	0.24	14.5	4.0	1.0	0.0	25.0	0.28	0.07	0.25	1.0	0.07	0.7	0.7	876.0	1045.0	83.8	15417.0	5034.0	406.0	431.0	94.2	361.0	425.0	84.9	92.0	156.0	59.0	-1.2	31.0	61.0	27.0	16.0	69.0	879.0	166.0	21.0	2.0	66.0	36.0	73.0	8.0	2.0	5.0	0.0	631.0	182.0	232.0	16.0	833.0	36.0	137.0	4.0	4.0	7.0	9.0	15.0	51.0	3.52	42.0	4.0	1.0	1.0	3.0	6.0	0.41	4.0	0.0	1.0	0.0	1.0	0.0	47.0	25.0	24.0	13.0	10.0	21.0	31.0	67.7	10.0	212.0	73.0	34.4	82.0	82.0	48.0	10.0	0.0	0.0	10.0	17.0	29.0	1.0	1205.0	26.0	269.0	590.0	421.0	30.0	1046.0	18.0	30.0	60.0	20.0	2.0	741.0	4184.0	2523.0	845.0	759.0	89.8	17.0	18.0	0.0	21.0	21.0	0.0	1.0	0.0	0.0	168.0	31.0	19.0	62.0
29	Matteo Ahlinvi	bj BEN	MF	Nîmes	21-174	1999	8.0	6.0	507.0	1.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.18	0.18	0.18	0.7	0.7	0.1	0.12	0.02	0.15	0.12	0.15	5.6	5.0	4.0	0.0	80.0	0.89	0.71	0.2	0.25	0.14	0.3	0.3	128.0	166.0	77.1	2593.0	435.0	45.0	55.0	81.8	63.0	75.0	84.0	20.0	31.0	64.5	-0.1	3.0	10.0	2.0	0.0	7.0	160.0	6.0	6.0	0.0	11.0	7.0	3.0	0.0	0.0	0.0	0.0	132.0	13.0	21.0	125.0	32.0	6.0	0.0	1.0	1.0	7.0	3.0	6.0	7.0	1.24	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	8.0	6.0	6.0	2.0	3.0	28.0	10.7	25.0	146.0	33.0	22.6	41.0	84.0	21.0	9.0	1.0	0.0	8.0	3.0	7.0	0.0	239.0	7.0	54.0	156.0	49.0	4.0	233.0	8.0	12.0	66.7	9.0	0.0	179.0	1303.0	755.0	189.0	157.0	83.1	9.0	14.0	0.0	7.0	10.0	0.0	0.0	0.0	0.0	36.0	3.0	6.0	33.3
30	Jean-Eudes Aholou	ci CIV	MF	Strasbourg	26-278	1994	8.0	7.0	591.0	1.0	0.0	0.0	0.0	4.0	0.0	0.15	0.0	0.15	0.15	0.15	0.7	0.7	0.0	0.1	0.01	0.11	0.1	0.11	6.6	6.0	3.0	0.0	50.0	0.91	0.46	0.17	0.33	0.11	0.3	0.3	194.0	234.0	82.9	3390.0	873.0	95.0	108.0	88.0	75.0	90.0	83.3	19.0	28.0	67.9	0.0	1.0	20.0	1.0	0.0	14.0	231.0	3.0	2.0	0.0	33.0	1.0	1.0	0.0	0.0	0.0	0.0	169.0	30.0	35.0	160.0	50.0	14.0	1.0	1.0	2.0	2.0	4.0	5.0	5.0	0.76	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	12.0	8.0	10.0	1.0	2.0	11.0	18.2	9.0	114.0	32.0	28.1	37.0	64.0	13.0	6.0	1.0	0.0	5.0	11.0	9.0	0.0	303.0	11.0	59.0	206.0	52.0	10.0	301.0	5.0	9.0	55.6	7.0	1.0	181.0	815.0	388.0	219.0	188.0	85.8	4.0	6.0	0.0	17.0	6.0	0.0	0.0	0.0	0.0	64.0	12.0	9.0	57.1
31	Jean-Eudes Aholou	ci CIV	MF	Monaco	26-278	1994	2.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.26	0.0	0.26	0.26	0.26	0.4	2.0	1.0	0.0	50.0	5.0	2.5	0.0	0.0	0.05	-0.1	-0.1	8.0	10.0	80.0	157.0	33.0	1.0	1.0	100.0	7.0	8.0	87.5	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	7.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	10.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	17.0	1.0	9.0	6.0	3.0	2.0	17.0	0.0	0.0	0.0	0.0	0.0	6.0	28.0	12.0	12.0	10.0	83.3	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	50.0
32	Joseph Aidoo	gh GHA	DF	Celta Vigo	25-085	1995	12.0	8.0	692.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.6	0.07	0.07	0.14	0.07	0.14	7.7	4.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.13	-0.5	-0.5	281.0	337.0	83.4	6240.0	2003.0	69.0	79.0	87.3	155.0	176.0	88.1	56.0	73.0	76.7	-0.6	2.0	23.0	2.0	0.0	22.0	328.0	9.0	8.0	2.0	39.0	4.0	1.0	0.0	0.0	0.0	0.0	240.0	42.0	55.0	46.0	250.0	25.0	1.0	4.0	3.0	8.0	4.0	8.0	5.0	0.65	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	9.0	9.0	4.0	1.0	5.0	12.0	41.7	7.0	91.0	33.0	36.3	49.0	41.0	1.0	12.0	1.0	0.0	11.0	9.0	52.0	0.0	430.0	64.0	263.0	172.0	12.0	5.0	422.0	3.0	4.0	75.0	4.0	1.0	254.0	1478.0	752.0	238.0	237.0	99.6	2.0	3.0	0.0	8.0	8.0	1.0	0.0	0.0	0.0	92.0	21.0	20.0	51.2
33	Ola Aina	ng NGA	DF	Fulham	24-076	1996	11.0	11.0	990.0	1.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.09	0.09	0.09	0.3	0.3	0.3	0.03	0.03	0.06	0.03	0.06	11.0	4.0	1.0	0.0	25.0	0.36	0.09	0.25	1.0	0.07	0.7	0.7	498.0	642.0	77.6	9409.0	3764.0	220.0	237.0	92.8	207.0	247.0	83.8	65.0	139.0	46.8	-0.3	8.0	43.0	9.0	6.0	42.0	544.0	98.0	11.0	0.0	49.0	18.0	25.0	0.0	0.0	0.0	0.0	366.0	96.0	180.0	76.0	433.0	40.0	87.0	3.0	0.0	8.0	11.0	13.0	12.0	1.09	11.0	1.0	0.0	0.0	0.0	1.0	0.09	1.0	0.0	0.0	0.0	0.0	0.0	19.0	9.0	12.0	5.0	2.0	7.0	14.0	50.0	7.0	89.0	21.0	23.6	49.0	32.0	8.0	14.0	3.0	0.0	11.0	17.0	38.0	0.0	745.0	38.0	248.0	383.0	161.0	4.0	655.0	4.0	7.0	57.1	4.0	0.0	410.0	2133.0	1257.0	476.0	460.0	96.6	8.0	5.0	0.0	9.0	9.0	1.0	0.0	0.0	0.0	101.0	7.0	12.0	36.8
34	Rayan Aït Nouri	fr FRA	DF	Wolves	19-200	2001	5.0	4.0	334.0	1.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.27	0.27	0.27	0.2	0.2	0.4	0.06	0.1	0.16	0.06	0.16	3.7	5.0	2.0	0.0	40.0	1.35	0.54	0.2	0.5	0.04	0.8	0.8	136.0	149.0	91.3	1873.0	750.0	90.0	92.0	97.8	36.0	43.0	83.7	4.0	6.0	66.7	0.6	4.0	1.0	4.0	3.0	12.0	129.0	20.0	0.0	0.0	11.0	2.0	4.0	0.0	0.0	0.0	0.0	116.0	15.0	18.0	117.0	8.0	2.0	20.0	0.0	0.0	0.0	1.0	1.0	7.0	1.89	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	5.0	3.0	4.0	0.0	3.0	7.0	42.9	4.0	55.0	15.0	27.3	26.0	24.0	5.0	4.0	0.0	0.0	4.0	2.0	9.0	0.0	173.0	2.0	39.0	101.0	48.0	5.0	153.0	8.0	10.0	80.0	9.0	0.0	133.0	703.0	515.0	137.0	128.0	93.4	4.0	4.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	12.0	2.0	4.0	33.3
35	Rayan Aït Nouri	fr FRA	DF	Angers	19-200	2001	3.0	2.0	187.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.48	0.48	0.0	0.48	0.1	0.1	0.4	0.04	0.17	0.21	0.04	0.21	2.1	1.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.08	-0.1	-0.1	144.0	178.0	80.9	2255.0	655.0	74.0	81.0	91.4	59.0	69.0	85.5	8.0	17.0	47.1	-0.4	4.0	6.0	5.0	3.0	11.0	157.0	21.0	0.0	0.0	18.0	2.0	8.0	0.0	0.0	0.0	0.0	121.0	26.0	31.0	133.0	16.0	5.0	21.0	0.0	0.0	0.0	1.0	8.0	8.0	3.85	6.0	0.0	2.0	0.0	0.0	2.0	0.96	1.0	0.0	1.0	0.0	0.0	0.0	3.0	2.0	1.0	2.0	0.0	2.0	4.0	50.0	2.0	33.0	11.0	33.3	19.0	10.0	4.0	4.0	1.0	0.0	3.0	1.0	0.0	0.0	217.0	10.0	53.0	96.0	75.0	7.0	196.0	8.0	13.0	61.5	8.0	2.0	149.0	819.0	493.0	149.0	140.0	94.0	5.0	2.0	0.0	6.0	4.0	0.0	0.0	1.0	0.0	33.0	3.0	5.0	37.5
36	Semi Ajayi	ng NGA	DF	West Brom	27-044	1993	13.0	13.0	1170.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.01	0.0	0.01	0.01	0.01	13.0	2.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.08	-0.2	-0.2	403.0	524.0	76.9	8491.0	3551.0	125.0	139.0	89.9	205.0	251.0	81.7	72.0	127.0	56.7	0.0	1.0	36.0	2.0	0.0	29.0	493.0	31.0	11.0	1.0	56.0	16.0	2.0	0.0	0.0	0.0	0.0	347.0	49.0	128.0	28.0	410.0	42.0	20.0	1.0	2.0	14.0	18.0	6.0	3.0	0.23	2.0	0.0	0.0	1.0	0.0	2.0	0.15	1.0	0.0	0.0	1.0	0.0	0.0	32.0	22.0	23.0	7.0	2.0	8.0	17.0	47.1	9.0	158.0	64.0	40.5	106.0	46.0	6.0	28.0	16.0	1.0	12.0	12.0	48.0	0.0	645.0	97.0	350.0	302.0	27.0	4.0	615.0	6.0	9.0	66.7	6.0	0.0	346.0	1941.0	1079.0	357.0	346.0	96.9	2.0	6.0	0.0	14.0	2.0	0.0	0.0	1.0	0.0	145.0	27.0	12.0	69.2
37	Ludovic Ajorque	re REU	FW	Strasbourg	26-302	1994	15.0	14.0	1247.0	6.0	4.0	3.0	3.0	4.0	0.0	0.43	0.29	0.72	0.22	0.51	6.2	3.9	1.8	0.45	0.13	0.58	0.28	0.41	13.9	24.0	9.0	0.0	37.5	1.73	0.65	0.13	0.33	0.16	-0.2	-0.9	277.0	392.0	70.7	4806.0	899.0	140.0	187.0	74.9	90.0	123.0	73.2	31.0	48.0	64.6	2.2	15.0	22.0	9.0	5.0	26.0	359.0	33.0	0.0	0.0	110.0	22.0	16.0	0.0	0.0	0.0	0.0	192.0	123.0	77.0	203.0	84.0	43.0	4.0	7.0	1.0	9.0	5.0	16.0	28.0	2.02	21.0	0.0	1.0	3.0	3.0	7.0	0.51	4.0	0.0	1.0	0.0	2.0	0.0	13.0	6.0	0.0	11.0	2.0	0.0	9.0	0.0	9.0	152.0	39.0	25.7	8.0	71.0	73.0	9.0	4.0	0.0	5.0	2.0	20.0	0.0	521.0	24.0	58.0	284.0	207.0	64.0	487.0	6.0	11.0	54.5	6.0	0.0	260.0	1445.0	774.0	593.0	381.0	64.2	29.0	10.0	0.0	16.0	17.0	8.0	1.0	0.0	0.0	51.0	60.0	44.0	57.7
38	Manuel Akanji	ch SUI	DF	Dortmund	25-157	1995	11.0	11.0	979.0	1.0	0.0	0.0	0.0	1.0	0.0	0.09	0.0	0.09	0.09	0.09	1.0	1.0	0.1	0.09	0.01	0.1	0.09	0.1	10.9	4.0	2.0	0.0	50.0	0.37	0.18	0.25	0.5	0.24	0.0	0.0	921.0	997.0	92.4	18620.0	6049.0	308.0	326.0	94.5	478.0	498.0	96.0	129.0	156.0	82.7	-0.1	2.0	70.0	2.0	0.0	71.0	968.0	29.0	17.0	1.0	76.0	28.0	0.0	0.0	0.0	0.0	0.0	863.0	63.0	71.0	225.0	718.0	31.0	12.0	3.0	1.0	7.0	13.0	8.0	7.0	0.64	4.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	14.0	13.0	4.0	4.0	6.0	12.0	50.0	6.0	109.0	46.0	42.2	49.0	47.0	13.0	15.0	3.0	0.0	12.0	15.0	42.0	1.0	1097.0	97.0	471.0	660.0	52.0	13.0	1068.0	7.0	7.0	100.0	7.0	0.0	807.0	4416.0	2287.0	866.0	849.0	98.0	0.0	3.0	0.0	9.0	6.0	0.0	1.0	1.0	0.0	118.0	18.0	20.0	47.4
39	Carlos Akapo	gq EQG	DF	Cádiz	27-286	1993	6.0	5.0	396.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	155.0	64.5	1726.0	835.0	50.0	59.0	84.7	41.0	64.0	64.1	7.0	26.0	26.9	0.0	0.0	4.0	1.0	1.0	4.0	101.0	54.0	3.0	0.0	23.0	2.0	5.0	0.0	0.0	0.0	0.0	52.0	47.0	56.0	1.0	82.0	12.0	51.0	1.0	0.0	6.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	8.0	12.0	1.0	0.0	7.0	12.0	58.3	5.0	46.0	13.0	28.3	33.0	12.0	1.0	13.0	3.0	0.0	10.0	5.0	18.0	2.0	205.0	29.0	97.0	89.0	24.0	0.0	151.0	1.0	1.0	100.0	1.0	0.0	50.0	388.0	159.0	56.0	50.0	89.3	1.0	3.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	48.0	11.0	4.0	73.3
40	Marley Aké	fr FRA	FW	Marseille	19-353	2001	7.0	0.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.0	0.66	0.0	0.66	0.66	0.66	1.3	3.0	0.0	0.0	0.0	2.37	0.0	0.0	0.0	0.28	-0.8	-0.8	25.0	31.0	80.6	371.0	107.0	15.0	16.0	93.8	6.0	8.0	75.0	3.0	5.0	60.0	0.0	0.0	2.0	0.0	0.0	2.0	29.0	2.0	0.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	21.0	5.0	5.0	3.0	24.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	0.79	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	2.0	9.5	4.0	6.0	11.0	1.0	0.0	0.0	1.0	1.0	3.0	0.0	53.0	1.0	10.0	21.0	23.0	7.0	51.0	4.0	7.0	57.1	5.0	0.0	36.0	298.0	178.0	68.0	38.0	55.9	2.0	5.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	6.0	2.0	3.0	40.0
41	Nathan Aké	nl NED	DF	Manchester City	25-309	1995	5.0	4.0	380.0	1.0	0.0	0.0	0.0	3.0	0.0	0.24	0.0	0.24	0.24	0.24	0.1	0.1	0.0	0.02	0.0	0.02	0.02	0.02	4.2	1.0	1.0	0.0	100.0	0.24	0.24	1.0	1.0	0.07	0.9	0.9	322.0	345.0	93.3	6021.0	1655.0	126.0	131.0	96.2	163.0	173.0	94.2	31.0	36.0	86.1	0.0	1.0	26.0	0.0	0.0	16.0	333.0	12.0	7.0	0.0	20.0	2.0	0.0	0.0	0.0	0.0	0.0	296.0	15.0	34.0	265.0	45.0	15.0	5.0	0.0	0.0	2.0	1.0	2.0	2.0	0.47	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	3.0	0.0	1.0	2.0	2.0	100.0	0.0	23.0	7.0	30.4	8.0	11.0	4.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	364.0	9.0	88.0	266.0	33.0	4.0	352.0	0.0	0.0	0.0	0.0	0.0	266.0	1336.0	737.0	297.0	291.0	98.0	1.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	45.0	17.0	6.0	73.9
